epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
137.5,,46:53:00,47:01:00,b-b-b-b-b-boooooonus-s-s-s-s-s!,Two hours of gold.,bonus clip proclamation,,,,,,,,,best-of-2011-pt-2,,,best-of-2011-pt-2,3017
137.5,,51:38:00,51:52:00,by Mennen,I love you inside me.,The Mennen jingle is referenced.,,,,,,,,,best-of-2011-pt-2,,,best-of-2011-pt-2,3017
137.5,,51:52:00,52:10:00,my wife!,Borat Carson.,Scott has a Borat.,,,,,,,,,best-of-2011-pt-2,,,best-of-2011-pt-2,3017
137.5,,52:09:00,52:26:00,my wife!,Internet Borat.,Scott has a Borat.,,,,,,,,,best-of-2011-pt-2,,,best-of-2011-pt-2,3017
138,,0:00:52,0:01:06,Doppler Effect,It's 2012.,"Scott does his Doppler Effect sfx, usually with a train bell",,Werner Herzog,,,,,,,ghost-protocol,,,ghost-protocol,3036
138,,31:14:00,31:25:00,my wife!,Carson Borat,Scott has a Borat.,,Werner Herzog,,,,,,,ghost-protocol,,,ghost-protocol,3036
138,,7:18,7:26,how you weigh?,What is Andy's ideal weight?,the CBB way to ask someone's weight,,,,,,,,,ghost-protocol,,,ghost-protocol,3036
139,,26:33:00,26:56:00,my wife!,Ins and outs and intricacies of podcasts.,Scott has a Borat.,,Paul Luzak,,,,,,,win-a-farmhouse,,,win-a-farmhouse,2096
138,,26:22:00,26:39:00,the biggest creep in the world,The song he sang outside of the Dakota.,John Lennon impressions,,"Werner Herzog,John Lennon,The Beatles",,,,,,,ghost-protocol,,,ghost-protocol,3036
14,,22:40,23:06,where are you from?,"Danny Mahoney, already weary of Scott's interest in the details of his tale, sarcastically asks if Scott would like to know how he returned from the beach following a suicide attempt.",a character detail is challenged or prompted,,Danny Mahoney,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,19:27,20:24,where are you from?,Danny Mahoney is surprised to hear that Scott is interested in the origin of his suicide coat.,a character detail is challenged or prompted,,Danny Mahoney,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,28:42:00,29:15:00,where are you from?,Danny Mahoney nearly regrets agreeing to role-play a challenging party solution when the others all launch into their paintaking character constructions.,a character detail is challenged or prompted,,Ricky,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,24:09:00,24:49:00,where are you from?,Danny Mahoney's heavy coat reappears as the weapon of choice for Creepy Uncle's (Samberg) suicide attempt.,a character detail is challenged or prompted,,Creepy Uncle,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,19:21,19:50,i understand my neck will be in jeopardy,"Danny Mahoney reveals that, following the hostile takeover of his plumbing business, he was despondent and tried to commit suicide by first obtaining and then wearing a heavy coat into the ocean.",an Andy Daly character commits or attempts to commit suicide,,Danny Mahoney,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,24:33:00,25:15:00,can i be a rapist?,Danny Mahoney get frustrated that everybody is laboring over their character backstories.,character backstories are established through pain,,"Creepy Uncle, Danny Mahoney",,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,4:58,5:20,you've been hearing him interrupt me,Andy Daly unapologetically opines about his own future announced arrival.,a guest performs before they're announced,,,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,3:29,3:46,you've been hearing him interrupt me,Scott is audibly exasperated when Zach inserts himself into the conversation.,a guest performs before they're announced,,,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,56:02:00,56:27:00,Scott does math,Scott calculates the length of Samberg's SNL tenure.,Scott performs fast math calculations,,Ricky's friend,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,27:55:00,28:15:00,bet me a frapp,Scott's hints to Danny Mahoney (Daly) are failing.,someone has to be forced into their bit,,Danny Mahoney,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
141,,22:03,22:17,the CBB ODP,The show is adrift.,CBB's Open Door Policy is cited or blamed,,"Ronna Glickman, Beverly Kahn-Ginsberg",,,,,,,ladies-night,,,ladies-night,3040
143,,27:05:00,27:21:00,how much money do you make?,Scott asks Todd Glass where he lives.,Scott asks an inappropriately personal question.,,,,,,,,,grammy-spectacular,,,grammy-spectacular,3051
143,,5:02,5:32,that already happened,Todd Glass asks why we're saying it's February.,The verisimilitude of the show is referenced or challenged or completely destroyed.,,,,,,,,,grammy-spectacular,,,grammy-spectacular,3051
143,,1:39,1:52,that already happened,Weird Al blows open the truth about what day it is.,The verisimilitude of the show is referenced or challenged or completely destroyed.,,,,,,,,,grammy-spectacular,,,grammy-spectacular,3051
143,,53:36:00,53:48:00,who?,Liza doesn't know who Pol Pot is.,Someone seems to not know an obvious reference or a very famous person.,,Liza Minnelli,,,,,,,grammy-spectacular,,,grammy-spectacular,3051
144,,52:12:00,52:30:00,my wife!,Steven Spielberg's 'Bruno'?!,Scott has a Borat.,,"Steven Spielberg,Mark Hamill",,,,,,,clones-and-oliver-stones,,,clones-and-oliver-stones,3053
145,,11:34,11:39,my wife!,Borat citation.,Scott has a Borat.,,,,,,,,,a-family-affair,,,a-family-affair,3055
146,,41:41:00,41:54:00,by Mennen,Break me off a piece of that Kit Kat bar.,The Mennen jingle is referenced.,,Bjork,,,,,,,climbing-the-ladder,,,climbing-the-ladder,2216
146,,43:36:00,43:46:00,by Mennen,Harmonized.,The Mennen jingle is referenced.,,Bjork,,,,,,,climbing-the-ladder,,,climbing-the-ladder,2216
147,,19:22,19:34,the CBB ODP,"Scott explains why Ice T and Jesse The Mind, Body, and Eternal Spirit of Karma Ventura are here.",CBB's Open Door Policy is cited or blamed,,"Ice T, Jesse Ventura",,,,,,,raisin-norman-bates,,,raisin-norman-bates,2067
147,,55:22:00,55:39:00,classic WYR blunder: the floor is not yet open,The floor creeks under Jesse Ventura's weight yet remains closed. Minus three points.,one of several potential WYR blunders,,"Ice T, Jesse Ventura",,,,,,,raisin-norman-bates,,,raisin-norman-bates,2067
147,,7:28,7:45,that already happened,Greg Proops outs 'Ice Cube.',The verisimilitude of the show is referenced or challenged or completely destroyed.,,Ice T,,,,,,,raisin-norman-bates,,,raisin-norman-bates,2067
147,,27:52:00,28:04:00,that already happened,Which one are you?,The verisimilitude of the show is referenced or challenged or completely destroyed.,,"Ice T, Jesse Ventura",,,,,,,raisin-norman-bates,,,raisin-norman-bates,2067
147,,37:50:00,38:12:00,who?,Ice T doesn't know who Spock is.,Someone seems to not know an obvious reference or a very famous person.,,"Ice T, Jesse Ventura",,,,,,,raisin-norman-bates,,,raisin-norman-bates,2067
148,,32:21:00,32:26:00,oh boy,Dalton Wilcox has a different name for Mexican cowboys.,"disapproving grunt, basically",,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
148,,32:40:00,32:41:00,oh boy,Dalton Wilcox has a different name for Mexican cowboys.,"disapproving grunt, basically",,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
148,,1:09:35,1:09:40,oh boy,Scott reacts to Wilcox' plan to hollow out a horse.,"disapproving grunt, basically",,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
148,,1:08:42,1:09:04,Cactus something,Dalton Wilcox sometimes brings out the girls when he needs a little walking around money.,An Andy Daly character crosses paths with another Andy Daly character.,,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
148,,1:11:38,1:13:41,how many are there?,The several ways for a cowboy to go out nobly.,a pimping subclass: somebody asks for a list of things or prompts for additional items,,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
148,,5:35,5:53,Snubs and Flubs,Inaugural discovery.,The Twelve Nights of Oscar are referenced.,,,,,,,,,wipeout,,,wipeout,3058
148,,1:13:02,1:13:29,Snubs and Flubs,It's always noble for a cowboy to coincide his suicide with EW's Snubs and Flubs issue.,The Twelve Nights of Oscar are referenced.,,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
148,,1:14:07,1:14:42,that already happened,Dalton Wilcox didn't bring it up.,The verisimilitude of the show is referenced or challenged or completely destroyed.,,Dalton Wilcox,,,,,,,wipeout,,,wipeout,3058
149,,49:28:00,50:29:00,Ducca List,"Bob's illnesses since arriving in Austin: artistic lethargy, south by southwest nile virus, slacker sack, richard linklater sour belly, i've been hit by multiple food trucks, daniel johnston gallstones, terrence malick panic disorder, barton springs HPV, roky erickson-derived demonic genius, barbecue comas, racism.",Bob Ducca recites a list,,"Bob Ducca, Merrill Schindler",,,,,,,live-from-sxsw-2012,,,live-from-sxsw-2012,3059
149,,1:00:40,1:01:14,huh?,Bob can't make out what Merrill Schindler says.,Bob Ducca's Catchphrase,,"Bob Ducca, Merrill Schindler",,,,,,,live-from-sxsw-2012,,,live-from-sxsw-2012,3059
15,,21:02,21:37,"yes, and...",Leggero kills Scott's developing tirade about engineer Stephanie,"the rule of 'yes, and' is invoked or abused",,,,,,,,,four-douche-episode,,,four-douche-episode,2441
15,,:44,1:18,you've been hearing him interrupt me,"Natasha Leggero and Steve Agee both pipe up. With looks, even.",a guest performs before they're announced,,,,,,,,,four-douche-episode,,,four-douche-episode,2441
15,,4:20,4:41,bet me a frapp,Agee's Twitter bit tanks bc there's no network connection. Scott's despondent.,someone has to be forced into their bit,,,,,,,,,four-douche-episode,,,four-douche-episode,2441
151,,4:07,4:11,i'll get to your introduction in a second,Fred Savage soon.,Scott delays a guest's introduction,,,,,,,,,fan-fiction,,,fan-fiction,3062
153,,53:24:00,53:43:00,classic WYR blunder: premature election,Will Forte says Smashmouth,one of several potential WYR blunders,,,,,,,,,jing-it-or-ding-it,,,jing-it-or-ding-it,3066
151,,44:10:00,44:58:00,Amy Poehler is rude,Fred Savage et al are surprised at its length.,some asshole talks over the wyr theme.,,"Pam Bicell, Len Bicell",,,,,,,fan-fiction,,,fan-fiction,3062
154,,42:57:00,43:20:00,Ice T has a cold,Charlotte Listler cries again but with no noticable change in her voice.,somebody gets emotional,,"Marissa Wompler, Charlotte Listler",,,,,,,finger-guns,,,finger-guns,2341
154,,1:05:04,1:05:33,wipeout!,Scott's Jukebox Jury theme drum solo segues into Wipeout.,Scott gets so excited he solos the melody from Wipeout OR Scott expresses his anger at the Wipeout snark.,,"Marissa Wompler, Charlotte Listler",,,,,,,finger-guns,,,finger-guns,2341
155,,59:47:00,1:00:41,the CBB ODP,Patton laments that the ODP is disrupting the show.,CBB's Open Door Policy is cited or blamed,,Mark Van Driel,,,,,,,fingerbang-lindbergh,,,fingerbang-lindbergh,3068
156,,0:14,0:25,Cake Boss!,Buddy interrupts the cold open.,Cake Boss is compelled to cite himself.,,Cake Boss,,,,,,,anniversary-party,,,anniversary-party,3072
156,,26:22:00,26:50:00,Foam Cor â€“,Now it's just 'Just Somebody that I Used to Know' that I used to know.,The Foam Corner ends abruptly.,,Cake Boss,,,,,,,anniversary-party,,,anniversary-party,3072
157,,1:09:13,1:09:34,James?,Please call me Garry Marshall,a character is accidentally addressed using the name of its player,,Garry Marshall,,,,,,,god-bless-america,,,god-bless-america,3079
157,,59:34:00,1:00:52,Shirley,Garry Marshall can't recall who he employed for eight years as one of the titular characters on 'Laverne & Shirley.',A character can't pull a detail they absolutely should know.,,Garry Marshall,,,,,,,god-bless-america,,,god-bless-america,3079
158,,44:30:00,44:59:00,where are you from?,Scott seems to think he has found an inconsistency in Jermaine's story.,a character detail is challenged or prompted,,Jermaine Jones,,,,,,,words-with-friends,,,words-with-friends,3081
158,,1:14:49,1:15:08,classic WYR blunder: premature election,Another -7.,one of several potential WYR blunders,,Jermaine Jones,,,,,,,words-with-friends,,,words-with-friends,3081
158,,1:06:26,1:06:57,classic WYR blunder: premature election,Gillie?,one of several potential WYR blunders,,Jermaine Jones,,,,,,,words-with-friends,,,words-with-friends,3081
158,,35:24:00,35:43:00,Ice T has a cold,Jermaine 'The Gentle Giant Jones chokes up at the craft services table.,somebody gets emotional,,Jermaine Jones,,,,,,,words-with-friends,,,words-with-friends,3081
159,,28:48:00,28:53:00,i'll get to your introduction in a second,Saul Goodman goes unintroduced.,Scott delays a guest's introduction,,Saul Goodman,,,,,,,apicklelypse,,,apicklelypse,3082
159,,39:52:00,40:20:00,my wife!,Scott pronounces it wrong.,Scott has a Borat.,,Saul Goodman,,,,,,,apicklelypse,,,apicklelypse,3082
16,,8:56,9:12,"yes, and...",Chelsea Peretti says 'Nope.',"the rule of 'yes, and' is invoked or abused",,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,24:45:00,25:12:00,where are you from?,A radio commercial fails to deliver any information whatsoever.,a character detail is challenged or prompted,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
14,,44:13:00,44:39:00,and this is how we play WYR,Zach G delivers a killer outro.,Scott commends some WYR gameplay,,,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
14,,44:35:00,44:53:00,it's frogs,Andy Daly guesses 'Bullwinkle.',Somebody guesses at the origin of the WYR theme.,,,,,,,,,an-old-fashioned-dinner,,,an-old-fashioned-dinner,2440
16,,50:00:00,50:12:00,and this is how we play WYR,"During WYR outro, everybody pitches in with what they thought the name of the game had been changed to.",Scott commends some WYR gameplay,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,36:50:00,37:06:00,and this is how we play WYR,"Scott appreciates Andy's (well, Bob's) question.",Scott commends some WYR gameplay,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,41:32:00,41:57:00,and this is how we play WYR,Andy Dick nails a question about Long John Silver's.,Scott commends some WYR gameplay,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,47:41:00,47:59:00,and this is how we play WYR,Scott is so effusive that Bob Odenkirk begins to question the name of the game itself.,Scott commends some WYR gameplay,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,40:14:00,40:25:00,classic WYR blunder: premature election,"'We're not voting, Andy, goddamnit!",one of several potential WYR blunders,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,36:10:00,36:21:00,classic WYR blunder: premature election,"Andy Dick out of the gates with a blunder, despite having claims to have heard the show.",one of several potential WYR blunders,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,36:33:00,36:54:00,classic WYR blunder: premature election,Andy Dick again with the blunder.,one of several potential WYR blunders,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,:33,:43,you've been hearing him interrupt me,Andy Dick opines.,a guest performs before they're announced,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
16,,55:10:00,55:32:00,Pants or Mustard?,The very first person to be confused about Jukebox Jury's scoring system was Scott himself.,,,,,,,,,,bob-odenkirks-death-bed,,,bob-odenkirks-death-bed,2445
160,,1:00:33,1:01:04,where are you from?,"Do young Italian men say 'Hey, Bub'?",a character detail is challenged or prompted,,Del LaRue,,,,,,,slow-dance-boner,,,slow-dance-boner,3093
160,,1:06:31,1:06:47,that already happened,Bear in mind it's May 28.,The verisimilitude of the show is referenced or challenged or completely destroyed.,,Del LaRue,,,,,,,slow-dance-boner,,,slow-dance-boner,3093
161,,1:20:56,1:23:15,my wife!,Everybody has a Borat.,Scott has a Borat.,,Barry R.,,,,,,,highly-illogical,,,highly-illogical,3097
161,,1:03:05,1:03:33,where are you from?,Heidecker has 'always thought' a good idea for a play would be 'The Wizard of Trek' despite having never seen 'The Wizard of Oz.',a character detail is challenged or prompted,,Don Dimello,,,,,,,highly-illogical,,,highly-illogical,3097
161,,1:27:48,1:29:18,my wife!,Featuring Reggie Watts,Scott has a Borat.,,Barry R.,,,,,,,highly-illogical,,,highly-illogical,3097
161,,1:30:08,1:30:15,my wife!,Housekeeping!,Scott has a Borat.,,Barry R.,,,,,,,highly-illogical,,,highly-illogical,3097
161,,1:01:45,1:02:20,Ice T has a cold,Don Dimello coughs through the reality of orgies.,somebody gets emotional,,Don Dimello,,,,,,,highly-illogical,,,highly-illogical,3097
161,,52:14:00,52:47:00,Ice T has a cold,Don Dimello gets upset when he's critisized for his business practices.,somebody gets emotional,,Don Dimello,,,,,,,highly-illogical,,,highly-illogical,3097
161,,21:21,21:47,Ice T has a cold,Tim Heidecker is probably just jetlagged.,somebody gets emotional,,,,,,,,,highly-illogical,,,highly-illogical,3097
161,,26:46:00,27:32:00,the Murphy Group,Jeeeeesus!,somebody does a woody allen,,,,,,,,,highly-illogical,,,highly-illogical,3097
161,,26:22:00,26:36:00,the Murphy Group,This Chinese Food is worse than Auschwitz.,somebody does a woody allen,,,,,,,,,highly-illogical,,,highly-illogical,3097
162,,18:27,18:47,where are you from?,Scott asks 'Why is Bro my weed dealer if I don't know anything about drugs?',a character detail is challenged or prompted,,Bro,,,,,,,best-bro-hang,,,best-bro-hang,3099
162,,2:01,2:17,i'll get to your introduction in a second,Andy Son-of-Samberg,Scott delays a guest's introduction,,,,,,,,,best-bro-hang,,,best-bro-hang,3099
162,,7:04,7:11,i'll get to your introduction in a second,Andy Son-of-Samberg,Scott delays a guest's introduction,,,,,,,,,best-bro-hang,,,best-bro-hang,3099
